Sublime-Style-Column-Selection@1.2.3,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",11136,6618
language-scala@1.1.0,"Store package settings files in the `settings/` directory instead of `scoped-properties/`",6592,4026
atom-lint@0.20.0,"Requiring `$` from `atom` is no longer supported. If you are using `space-pen`, please require `$` from `atom-space-pen-views`. Otherwise require `jquery` instead: `{$} = require 'atom-space-pen-views'` or `$ = require 'jquery'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies. Or add `"jquery": "^2"` to your package dependencies.",52,17
atom-lint@0.20.0,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",52,17
atom-lint@0.20.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `atom-lint` package",52,17
atom-lint@0.20.0,"The atom.workspaceView.statusBar global is deprecated. The global was previously being assigned by the status-bar package, but Atom packages should never assign globals. In the future, this problem will be solved by an inter-package communication API available on `atom.services`. For now, you can get a reference to the `status-bar` element via `document.querySelector('status-bar')`.",52,17
atom-lint@0.20.0,"Use ::addRightTile({item, priority}) instead.",52,17
atom-lint@0.20.0,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",52,17
atom-lint@0.20.0,"Use PackageManager::onDidActivateInitialPackages instead",52,17
atom-lint@0.20.0,"Use TextEditor::onDidChangeGrammar instead",52,17
atom-lint@0.20.0,"Use TextEditorView::getPaneView() instead",52,17
atom-lint@0.20.0,"Use Workspace::onDidAddTextEditor instead",52,17
atom-pair@0.37.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `atom-pair` package",17,17
atom-processing@0.1.0,"Call ::getActiveTextEditor instead",17,17
atom-special-char-highlighter@0.1.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `atom-special-char-highlighter` package",17,17
atom-typescript-tools@0.0.5,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",26,17
atom-typescript-tools@0.0.5,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",26,17
atom-typescript-tools@0.0.5,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `atom-typescript-tools` package",26,17
atom-typescript-tools@0.0.5,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",26,17
atom-typescript-tools@0.0.5,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",26,17
atom-typescript-tools@0.0.5,"Use TextEditor::onDidChangeGrammar instead",26,17
atom-typescript-tools@0.0.5,"Use Workspace::onDidAddTextEditor instead",26,17
atomatigit@1.2.3,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",17,17
atomatigit@1.2.3,"Requiring `$` from `atom` is no longer supported. If you are using `space-pen`, please require `$` from `atom-space-pen-views`. Otherwise require `jquery` instead: `{$} = require 'atom-space-pen-views'` or `$ = require 'jquery'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies. Or add `"jquery": "^2"` to your package dependencies.",17,17
atomatigit@1.2.3,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",17,17
atomatigit@1.2.3,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `atomatigit` package",17,17
atomatigit@1.2.3,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",17,17
atomatigit@1.2.3,"Use ::getRepositories instead",17,17
atomatigit@1.3.0,"Requiring `$$` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{$$} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",35,17
atomatigit@1.3.0,"Requiring `EditorView` from `atom` is no longer supported. Please require `TextEditorView` from `atom-space-pen-view` instead: `{TextEditorView} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",35,17
atomatigit@1.3.0,"Use GitRepository::onDidChangeStatus instead",35,17
atomic-emacs@0.5.1,"Use TextEditor::moveRight() instead",34,34
auto-copyright@0.3.1,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",17,17
auto-copyright@0.3.1,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",17,17
autoclose-html@0.13.0,"TextBuffer::on is deprecated. Use event subscription methods instead.",26,17
autocomplete-bibtex@0.5.6,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",26,26
autocomplete-clang@0.6.5,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",26,26
autocomplete-clang@0.6.5,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",26,26
autocomplete-clang@0.6.5,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",26,26
autocomplete-plus@1.1.0,"Use Config::getAll instead",17,17
autocomplete-plus@2.0.3,"atom.services is no longer available. To register service providers and consumers, use the `providedServices` and `consumedServices` fields in your package's package.json.",17,17
autocomplete-snippets@0.2.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",17,17
autoprefixer@1.1.0,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",17,17
base16-eighties-dark@2.1.1,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `base16-eighties-dark` package",17,17
bezier-curve-editor@0.6.6,"Are you trying to listen for the 'drag:end' Atom command with `jQuery::on`? `jQuery::trigger` can no longer be used to listen for Atom commands. Please use `atom.commands.add` instead. See the docs at https://atom.io/docs/api/latest/CommandRegistry#instance-add for details.",17,17
browser-refresh@0.8.0,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",26,17
browser-refresh@0.8.0,"Requiring `$` from `atom` is no longer supported. If you are using `space-pen`, please require `$` from `atom-space-pen-views`. Otherwise require `jquery` instead: `{$} = require 'atom-space-pen-views'` or `$ = require 'jquery'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies. Or add `"jquery": "^2"` to your package dependencies.",26,17
browser-refresh@0.8.0,"Requiring `$$` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{$$} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",26,17
browser-refresh@0.8.0,"Requiring `EditorView` from `atom` is no longer supported. Please require `TextEditorView` from `atom-space-pen-view` instead: `{TextEditorView} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",26,17
browser-refresh@0.8.0,"Requiring `View` from `atom` is no longer supported. Please require `atom-space-pen-views` instead: `{View} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",26,17
browser-refresh@0.8.0,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `browser-refresh` package",26,17
browser-refresh@0.8.0,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",26,17
build-tools-cpp@1.2.2,"Use `activationCommands` instead of `activationEvents` in your package.json Commands should be grouped by selector as follows: ```json "activationCommands": { "atom-workspace": ["foo:bar", "foo:baz"], "atom-text-editor": ["foo:quux"] } ```",26,26
caniuse@0.1.1,"atom.workspaceView is no longer available. In most cases you will not need the view. See the Workspace docs for alternatives: https://atom.io/docs/api/latest/Workspace. If you do need the view, please use `atom.views.getView(atom.workspace)`, which returns an HTMLElement.",52,17
caniuse@0.1.1,"Requiring `$` from `atom` is no longer supported. If you are using `space-pen`, please require `$` from `atom-space-pen-views`. Otherwise require `jquery` instead: `{$} = require 'atom-space-pen-views'` or `$ = require 'jquery'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies. Or add `"jquery": "^2"` to your package dependencies.",52,17
caniuse@0.1.1,"Requiring `SelectListView` from `atom` is no longer supported. Please require `SelectListView` from `atom-space-pen-view` instead: `{SelectListView} = require 'atom-space-pen-views'` Note that the API has changed slightly! Please read the docs at https://github.com/atom/atom-space-pen-views Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",52,17
caniuse@0.1.1,"Requiring `TextEditorView` from `atom` is no longer supported. Please require `TextEditorView` from `atom-space-pen-view` instead: `{TextEditorView} = require 'atom-space-pen-views'` Add `"atom-space-pen-views": "^2.0.3"` to your package dependencies.",52,17
caniuse@0.1.1,"Store package style sheets in the `styles/` directory instead of `stylesheets/` in the `caniuse` package",52,17
caniuse@0.1.1,"The context menu CSON format has changed. Please see https://atom.io/docs/api/latest/ContextMenuManager#context-menu-cson-format for more info.",52,17
caniuse@0.1.1,"Use a config schema instead. See the configuration section of https://atom.io/docs/latest/hacking-atom-package-word-count and https://atom.io/docs/api/latest/Config for more details",52,17
